slno,trans_date_trans_time,cc_num,category,AMT_TRANS,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
3174,22-06-2020 08:55,6.01E+15,grocery_pos,945000,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,02-11-1971,3312ce999dd1d1cb0b0c65f2a8e4e966,32.081497,-87.671388,1
3175,22-06-2020 08:56,4.32E+18,misc_net,1498500,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,01-02-1960,5d489b83c5858f8ba54280281ce2a39c,38.058141,-81.702733,0
3176,22-06-2020 08:56,3.60E+15,gas_transport,54504,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,27-12-1985,95f5c6b74c285f439e1172b418cdeb2e,37.154447,-97.561359,1
3177,22-06-2020 08:57,3.53E+15,grocery_pos,760225.5,Pamela,Curtis,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,17-12-1986,4952e62eb726211f45569da0842cd7db,39.706791,-78.357164,0
3178,22-06-2020 08:58,2.23E+15,misc_net,478498.5,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,16-01-1960,89074edd7a14bb553ff7a13e5b6ecec3,33.951302,-88.931569,0
3179,22-06-2020 08:59,3.52E+15,grocery_pos,445333.5,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,16-10-1941,8a9766c6298c027c2fc0c2a2d59e5e6a,37.698023,-80.388096,1
3180,22-06-2020 08:59,3.85E+13,gas_transport,450000,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,14-05-1989,bfde2cd7c241b4df00e33385163ab16e,34.483345,-81.432222,0
3181,22-06-2020 09:00,3.02E+13,misc_pos,1137042,Michael,Rodriguez,M,172 Paula Inlet Apt. 650,Cross Plains,TX,76443,32.1482,-99.1872,1897,Chief Operating Officer,19-04-1953,17589dacb8d835fa4729d511199a8f9e,31.6686,-99.706731,0
3182,22-06-2020 09:00,5.71E+11,misc_pos,1078200,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,26-02-1976,e5295793e5062a79949e15037ecc9402,42.415733,-109.774231,1
3183,22-06-2020 09:01,2.13E+14,grocery_pos,931401,Christine,Davis,F,736 Moss Motorway Suite 549,Humboldt,AZ,86329,34.5189,-112.2523,1179,"Civil engineer, contracting",20-01-1955,dbefde0e116716ded5bd5e79d4553fda,33.61364,-112.874828,0
3184,22-06-2020 09:01,4.77E+15,shopping_pos,790830,Jennifer,Conner,F,4655 David Island,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,19-06-1961,eac2945246d4154116b28354c64a9ee5,41.014722,-75.608638,0
3185,22-06-2020 09:01,1.80E+14,grocery_pos,263686.5,Michelle,Anderson,F,28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",01-06-1939,330406890833c62422a4419d0010228d,42.285843,-73.2341,1
3186,22-06-2020 09:02,4.61E+12,shopping_net,1574266.5,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15-09-1988,20098795f5f4296562adade1a5ab7a63,35.250801,-81.746381,0
3187,22-06-2020 09:02,4.71E+15,gas_transport,1165500,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",04-02-1967,24bb91ee64fc3cff56a5ead9a3a82067,36.861852,-83.919423,1
3188,22-06-2020 09:02,3.44E+14,misc_pos,808650,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,16-11-1949,e13d08a3ded0837e8889649694375106,34.717426,-81.474199,0
3189,22-06-2020 09:02,6.01E+15,misc_net,540000,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,02-09-1985,aea59620c87e32f0e446fcfcf28077d7,36.776715,-79.063798,1
3190,22-06-2020 09:03,6.52E+15,misc_net,436032,Alan,Taylor,M,560 Molina Path,Oakdale,NY,11769,40.7382,-73.1297,9506,"Biochemist, clinical",13-04-1953,7e9ab67dfe2ecee47fd6ef86f429949d,40.971628,-72.765294,0
3191,22-06-2020 09:03,3.58E+15,misc_pos,500211,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,01-01-1985,de6b97e4e65ef4cf28e7dd659eedf657,39.120819,-75.042403,0
3192,22-06-2020 09:04,3.56E+15,gas_transport,797868,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,27-12-1999,e3f48827197692fb12d89a9dbbd32bd3,29.957052,-94.694037,1
3193,22-06-2020 09:04,3.58E+15,shopping_pos,576837,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,12-06-1957,742ccfddd26fec897ccebd0d6f84bcfb,48.519758,-115.934522,0
3194,22-06-2020 09:05,6.54E+15,gas_transport,280332,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22-09-1997,21070b846f180cd663ffe4ecf19ac3ed,40.925496,-79.262401,1
3195,22-06-2020 09:05,1.80E+14,grocery_pos,161730,Karen,Ryan,F,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",20-01-1992,b5045eefaab4aa2b8a94b62a1c15832f,42.032178,-87.6549,0
3196,22-06-2020 09:05,2.31E+15,grocery_pos,127350,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,14-02-1961,2131880f20837298a6ea5d43266215a2,41.621325,-91.95135,1
3197,22-06-2020 09:05,3.05E+13,misc_net,275040,Frederick,Robinson,M,1125 Ray Track,Livonia,MI,48154,42.3958,-83.3772,96942,Horticultural consultant,01-04-1965,506f36ecdf2d5c4ab74c4b1094a9982e,42.797342,-84.071268,1
3198,22-06-2020 09:05,3.59E+15,gas_transport,298512,Jeffery,Brown,M,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,28-12-1963,7ae87a396b4906db1198f8b75f119e63,43.188502,-76.336246,0
3199,22-06-2020 09:06,4.46E+12,gas_transport,180000,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,24-01-1990,e368587c5da299cf6f43b7263557862c,29.192844,-84.380916,1
3200,22-06-2020 09:06,2.32E+15,misc_pos,202500,William,Martinez,M,0207 Griffith Plains Apt. 544,Louisiana,MO,63353,39.4336,-91.0664,4593,"Teacher, early years/pre",11-11-1940,7b21c11540a00d402cd2743a26f76802,40.351825,-90.251406,1
3201,22-06-2020 09:06,3.03E+13,gas_transport,163098,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,21-11-1976,a6ad8d142aa2362273f45a2585712cbf,36.680612,-77.566748,1
3202,22-06-2020 09:06,6.76E+11,grocery_pos,675000,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",25-03-1950,c6196461a5eb65f0870c3ef017deb36b,30.377739,-84.07373,0
3203,22-06-2020 09:07,4.51E+15,gas_transport,152820,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,28-03-1972,473239aa6bacbf04bb974394aef0ceb0,42.702749,-97.811207,0
3204,22-06-2020 09:08,4.96E+15,grocery_pos,270000,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,10-05-1966,aaedc99c537fb7a84332d62a16819c23,40.80825,-76.831372,0
3205,22-06-2020 09:09,4.84E+15,misc_pos,808650,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",28-10-1989,50748bdea7ce6d46c77b013cf6d5d188,43.396743,-71.71557,0
3206,22-06-2020 09:09,4.81E+12,grocery_pos,135000,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,07-02-1984,b6858577defb6567008d8cc398a00ce8,31.538202,-84.60021,0
3207,22-06-2020 09:09,3.86E+13,misc_net,135000,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,13-05-1968,de239d13c87dd29794623ea2d558a8a7,49.532951,-102.876552,1
3208,22-06-2020 09:09,3.51E+15,gas_transport,467257.5,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,13-10-1952,f78c75073d49b10788784f598b060a97,43.369715,-76.980846,1
3209,22-06-2020 09:10,6.01E+15,grocery_pos,900000,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",06-07-1952,bf44fd71dd172f85fd0e6796bb67c0e9,36.485933,-97.913645,1
3210,22-06-2020 09:10,6.01E+15,gas_transport,1082214,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,31-07-1975,b1264af130adb5cb540204deaccc0167,40.456442,-105.591618,1
3211,22-06-2020 09:11,5.13E+15,grocery_pos,270000,Ronald,White,M,25713 Hamilton Grove Apt. 903,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,25-12-1978,0199beb532d3b7132b288485a76c1901,41.2509,-83.765095,1
3212,22-06-2020 09:11,2.23E+15,shopping_net,135000,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,16-01-1960,898103a034473242c29c1f9ccb6c02f2,32.403894,-88.368845,0
3213,22-06-2020 09:12,3.74E+14,grocery_net,900000,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,12-11-1970,dc24116033ddec83dfc3031f18194e41,32.042922,-98.446768,0
3214,22-06-2020 09:14,6.30E+11,misc_pos,894501,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,49879,46.368,-87.9938,1038,Armed forces training and education officer,22-04-1964,19dc53c91312f31fbaddec1a5875382b,45.578174,-87.78057,0
3215,22-06-2020 09:14,6.60E+15,gas_transport,375322.5,Kyle,Wright,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,16-05-1968,1087d1a51f6056fa3bbbbba305f5479d,42.857112,-93.673562,1
3216,22-06-2020 09:14,2.27E+15,grocery_net,1125000,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,25-07-1972,64c625c1cb5515835c1c92269a6dc63c,34.209933,-86.484902,1
3217,22-06-2020 09:15,3.54E+15,shopping_net,518562,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,19-09-1939,f5846e4762583131f00357dd9d1199a4,37.911729,-76.870895,0
3218,22-06-2020 09:15,3.06E+13,misc_net,417024,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,13-02-1966,ebe7dcd7fdbc67cc792b34970614b681,40.485974,-91.743274,1
3219,22-06-2020 09:15,3.55E+15,gas_transport,355536,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",21-12-1966,5b65f11230419f72345384aac37545ff,44.501764,-85.918002,0
3220,22-06-2020 09:15,2.13E+14,grocery_pos,508495.5,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",07-10-1959,ccbe22ea80314f20918a5e84a5dffbdb,41.614503,-86.187422,0
3221,22-06-2020 09:15,6.30E+11,grocery_net,854896.5,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,26-07-1965,7c9ad3e63f2e37101b046305660a82b1,32.559047,-98.137199,1
3222,22-06-2020 09:15,4.42E+15,gas_transport,270000,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,12-11-1957,7f65c459fd1c4285e4f4846f38a35b2f,41.231403,-84.199211,0
3223,22-06-2020 09:16,1.80E+14,gas_transport,508495.5,Jared,Camacho,M,4257 Perez Mall,Canton,OH,44702,40.8027,-81.3739,192805,Building control surveyor,30-06-1963,74e3a542fbd8facd2cbc5a687f8b77ca,41.628309,-80.767339,1
3224,22-06-2020 09:17,5.85E+11,shopping_net,495000,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,13-08-1930,b9bf2f20638467d60b319018b50e5772,46.579536,-100.458088,0
3225,22-06-2020 09:17,4.43E+15,shopping_pos,1293165,Brooke,Fisher,F,815 Heather Divide Apt. 965,San Angelo,TX,76905,31.4647,-100.39,103927,Drilling engineer,27-06-1962,5f36068838a19a1c70c4ba5252da5c3b,31.157307,-100.633228,1
3226,22-06-2020 09:17,4.47E+15,gas_transport,270000,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,09-09-2027,297e83a369072810e19bd605354fe327,38.133886,-118.274927,0
3227,22-06-2020 09:18,4.45E+15,gas_transport,276277.5,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,04-03-1978,62d60d9900e9506467de1ef148823efe,32.423175,-95.929079,1
3228,22-06-2020 09:18,4.45E+15,gas_transport,2356920,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,30-07-1980,31ca49024116055a802d90c0febea65f,34.927926,-101.693121,0
3229,22-06-2020 09:18,4.33E+15,shopping_pos,2245500,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",02-08-1967,17975ace1d7a75e4487920ee7291feda,42.58246,-111.032404,0
3230,22-06-2020 09:18,3.56E+15,grocery_pos,760225.5,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),04-03-1962,f354adbf79faffecaf9b33963c6736c0,39.151686,-81.573619,0
3231,22-06-2020 09:19,6.01E+15,misc_pos,1588500,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,29-11-1981,5255457fdd88a6a1743ae725140aa48c,47.145612,-119.019682,0
3232,22-06-2020 09:19,3.00E+13,shopping_net,1006920,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",17-11-1993,a66036a0bdedd1643b6af34db596e20c,30.103687,-99.992117,0
3233,22-06-2020 09:19,2.13E+14,grocery_net,622413,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),03-06-1984,18800570fb0495cd8b9cc4d519b07075,34.284898,-81.640561,0
3234,22-06-2020 09:19,3.01E+13,gas_transport,254700,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",27-11-1992,4a816efaeb1f1186003de775de9cd6c9,38.27318,-93.674371,1
3235,22-06-2020 09:20,5.02E+11,shopping_net,206271,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",21-01-1961,cd675e3a5535382fe674c6cdd94aec06,31.307457,-90.751934,0
3236,22-06-2020 09:20,3.89E+13,gas_transport,774000,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,45622,39.3543,-82.503,321,"Copywriter, advertising",24-06-1979,5be5878b2d338fea61434ddde098fd8d,40.342822,-82.225361,0
3237,22-06-2020 09:20,4.08E+12,gas_transport,601029,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,15-12-1965,879f1148590c2f74d7c0fafd8025aaae,45.414631,-117.118748,0
3238,22-06-2020 09:20,4.71E+15,grocery_pos,1530000,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",13-12-1986,096be9a3e175b94c4649aa612deebdc4,41.135995,-84.396241,1
3239,22-06-2020 09:21,6.01E+15,misc_net,337500,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,29-11-1981,831931c07abaacb257205eaec43ff900,46.333837,-118.608437,0
3240,22-06-2020 09:22,4.45E+15,grocery_pos,1192500,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,20-01-1972,a64924ccd090c01d28e020f29038b8c3,35.31921,-96.28002,0
3241,22-06-2020 09:23,4.47E+18,gas_transport,343800,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,22-11-1980,e140b9c5d4d43a19f734cc0c28513486,43.636022,-70.195123,0
3242,22-06-2020 09:24,6.51E+15,grocery_pos,704844,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,24-08-1946,47e6087ded4817a47c1a96ff96b1b506,39.905345,-114.120824,1
3243,22-06-2020 09:24,4.21E+18,shopping_pos,724500,David,Bonilla,M,82073 Jessica Camp,West Green,GA,31567,31.6143,-82.7243,782,Audiological scientist,16-01-1982,9c6712caed7a67f32ca4efd07ab7c642,31.450746,-83.166381,0
3244,22-06-2020 09:25,3.59E+15,misc_net,270000,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",05-03-1972,24b8f152361d3fc7e61d747ffb461f27,44.658312,-97.856763,0
3245,22-06-2020 09:25,3.03E+13,grocery_pos,630000,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,28-11-1972,9a0c2b1f90353ae40bd461d1e5d8fbbe,41.132504,-90.48472,1
3246,22-06-2020 09:25,6.01E+15,misc_pos,1546020,Anthony,Roberts,M,95488 Cabrera Well,Maria Stein,OH,45860,40.4062,-84.5076,2274,"Designer, television/film set",17-12-1943,0e9356f5d8e3ee5e41dcd88b9512beff,39.79529,-84.306992,0
3247,22-06-2020 09:25,3.57E+15,grocery_pos,1288350,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,30-10-1969,b75303f27c6819e829aa0702bf3b91d6,44.888458,-97.918192,1
3248,22-06-2020 09:25,6.54E+15,grocery_pos,988191,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22-09-1997,9f3c0fa95ddab0105537748d60b13746,40.747096,-79.922879,0
3249,22-06-2020 09:26,4.88E+15,misc_pos,225000,Tina,Alvarez,F,1976 Tyler Underpass,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",14-08-1949,37ac5ba944435bdd73840fab883455e0,42.965535,-95.323771,1
3250,22-06-2020 09:26,3.58E+15,gas_transport,526491,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,01-01-1985,179415d63b96ab0e450f921c2d665387,40.48178,-75.040537,0
3251,22-06-2020 09:26,6.01E+15,gas_transport,534204,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",02-11-1974,a5b19c7bd0e1520fa5940edd24da6fa5,44.084459,-68.783227,1
3252,22-06-2020 09:27,3.50E+15,grocery_pos,1185282,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,31-05-1999,0e2302ce3fb7bcec2e4dd84ba3aac3e0,47.565812,-117.996508,0
3253,22-06-2020 09:27,5.02E+11,gas_transport,521280,Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,04-05-1962,a0bbfb288dc04a12447fa3c4983fedc2,40.10714,-77.460016,0
3254,22-06-2020 09:27,4.40E+12,shopping_pos,1762110,Scott,Cole,M,646 Louis Fort Apt. 665,North Las Vegas,NV,89084,36.2815,-115.1482,214518,Catering manager,16-01-1960,4cb32388292e7f8e7983def151889d71,35.29831,-114.372399,1
3255,22-06-2020 09:28,3.00E+13,grocery_pos,900000,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,03-09-1979,bacea78067b4d154550c9a6a49fd0abb,33.32143,-91.858212,0
3256,22-06-2020 09:28,2.29E+15,grocery_net,1019299.5,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,29-08-1981,927c429e6ad80487626316f7bbd77384,41.00203,-74.340511,0
3257,22-06-2020 09:29,3.03E+13,grocery_net,1595115,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13-06-2000,2e549573344bda78b2a86055169d5563,35.063547,-90.722815,1
3258,22-06-2020 09:29,3.58E+15,shopping_pos,495000,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",13-09-1961,7fdefdf508424f520eeded26b9a1ec3e,38.53842,-86.219474,0
3259,22-06-2020 09:30,4.77E+18,gas_transport,743031,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,22-08-1954,3a1533935b0b03efeb4480e8b8e31554,41.160159,-77.327222,0
3260,22-06-2020 09:30,1.80E+14,shopping_net,808650,David,Kirby,M,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,18-01-1970,aab65fd14d33408ff63ef27d7d25ddb4,28.137324,-97.334328,0
3261,22-06-2020 09:30,3.53E+15,misc_pos,1046142,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,15-01-1978,99e2037e2e50633ccae097a8da2f4ae9,45.13076,-109.52954,1
3262,22-06-2020 09:30,2.13E+14,misc_net,472500,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,14-05-1944,da229e926bad5ab12c620932422bc3b4,35.07333,-84.941022,0
3263,22-06-2020 09:30,2.13E+14,gas_transport,1837629,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,17-04-1970,c9281618180b7c34324005e38ed80301,44.929903,-71.586072,0
3264,22-06-2020 09:32,6.52E+15,shopping_pos,327024,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",05-12-1952,14099619468ca9c704d4bb941b0c52dc,34.326314,-86.966656,1
3265,22-06-2020 09:32,2.13E+14,grocery_pos,208512,Willie,Jordan,M,529 West Key,Spearsville,LA,71277,32.955,-92.587,1758,"Psychologist, forensic",08-08-1957,1863645bd3bd6a109d943c8c24da31c8,32.81982,-91.892595,0
3266,22-06-2020 09:33,5.58E+15,shopping_pos,135000,Stanley,Dickson,M,078 Alex Fields,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,21-06-1990,a0a10affc0f492ce76b93e19fdb4283b,39.811965,-80.691523,0
3267,22-06-2020 09:33,2.32E+15,shopping_pos,1260000,William,Martinez,M,0207 Griffith Plains Apt. 544,Louisiana,MO,63353,39.4336,-91.0664,4593,"Teacher, early years/pre",11-11-1940,ed5bc7b45ae71311b6b44d69a06e9339,38.783032,-91.848146,0
3268,22-06-2020 09:33,3.53E+15,gas_transport,587619,Christopher,Choi,M,04611 Sandra Spring Suite 059,Rumely,MI,49826,46.3481,-87.0436,137,Film/video editor,13-08-1990,c6920aeabbceb7e03c98fb441f9cbb61,45.484485,-86.894017,1
3269,22-06-2020 09:34,3.56E+15,gas_transport,382500,Sarah,Scott,F,03090 Fisher Forges Apt. 200,Wichita,KS,67216,37.6223,-97.3136,409656,Textile designer,21-10-1930,aad3007f1eb05d0708144ace881157ce,37.685927,-96.382318,0
3270,22-06-2020 09:34,3.59E+15,grocery_net,1046142,Jeffery,Brown,M,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,28-12-1963,ac5cffd2e5a1158d3d33394e14b2668c,42.467894,-75.792664,0
3271,22-06-2020 09:34,3.02E+13,grocery_pos,781920,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22-01-1978,84921a1cbb3181efaebf4e693d958499,44.429755,-88.157429,1
3272,22-06-2020 09:35,4.38E+15,gas_transport,755190,Travis,Hayes,M,1561 Chase Grove,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,25-10-1999,8eb4aee13608aca7801cbf513c31b370,44.433489,-70.574066,0
3273,22-06-2020 09:35,6.60E+15,shopping_net,792162,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,23-08-1964,7d87c025fbf92a293b29d5fcf49a753b,33.496223,-98.649114,0
3274,22-06-2020 09:35,3.51E+15,misc_pos,592560,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,09-03-1989,da2cea360d09a21240824edb128e207d,45.859999,-112.325355,1
3275,22-06-2020 09:35,6.01E+15,shopping_net,1084909.5,Anthony,Roberts,M,95488 Cabrera Well,Maria Stein,OH,45860,40.4062,-84.5076,2274,"Designer, television/film set",17-12-1943,8d2c32ee47ea5ad55d59278d1b9cf457,41.194751,-84.678899,0
3276,22-06-2020 09:35,2.72E+15,grocery_pos,661500,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,18-08-1980,f32f887007cbcca0725c6ea01d7b8658,44.281709,-101.85801,0
3277,22-06-2020 09:36,4.16E+15,grocery_pos,755190,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",19-10-1973,4685af909e688d0ab026c216d13b60f0,39.576056,-79.940464,1
3278,22-06-2020 09:37,4.74E+18,misc_net,112500,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",23-05-1953,0c7f907b148f2626d644f667e6c7637b,44.992967,-74.380087,0
3279,22-06-2020 09:37,4.36E+18,misc_net,187704,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,04-08-1969,8858ea03e21f240c9a1886c1e950add2,39.735389,-90.308819,1
3280,22-06-2020 09:37,4.66E+15,grocery_net,260568,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,07-09-1948,76bfcdd3eb90a20d66cb885f84587069,30.647645,-85.043295,0
